Gene_id	Description
ofav46255	Arylsulfatase J OS=Homo sapiens GN=ARSJ PE=2 SV=1 E(blastx)=2e-139
ofav42120	Sperm flagellar protein 2 OS=Sus scrofa GN=SPEF2 PE=2 SV=1 E(blastx)=4e-68
ofav46829	Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3 E(blastx)=3e-138
ofav89547	Alpha-dioxygenase 2 OS=Arabidopsis thaliana GN=DOX2 PE=2 SV=1 E(blastx)=2e-12
ofav62415	Protein VAC14 homolog OS=Danio rerio GN=vac14 PE=2 SV=1 E(blastx)=2e-52
ofav44175	Glutaminyl-peptide cyclotransferase OS=Mus musculus GN=Qpct PE=1 SV=2 E(blastx)=2e-77
ofav45073	La-related protein 6 OS=Mus musculus GN=Larp6 PE=1 SV=1 E(blastx)=4e-34
ofav8801	[F-actin]-methionine sulfoxide oxidase MICAL3 OS=Mus musculus GN=Mical3 PE=1 SV=2 E(blastx)=2e-38
ofav26139	Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3 E(blastx)=3e-38
ofav12525	5'-AMP-activated protein kinase subunit beta-2 OS=Mus musculus GN=Prkab2 PE=1 SV=1 E(blastx)=3e-62
ofav45910	TRAF-type zinc finger domain-containing protein 1 OS=Rattus norvegicus GN=Trafd1 PE=1 SV=2 E(blastx)=2e-40
ofav18523	Myosin-IIIa OS=Homo sapiens GN=MYO3A PE=2 SV=2 E(blastx)=1e-25
ofav70713	Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2 E(blastx)=2e-179
ofav87562	Chitotriosidase-1 OS=Homo sapiens GN=CHIT1 PE=1 SV=1 E(blastx)=2e-20
ofav82636	Forkhead box protein O6 OS=Mus musculus GN=Foxo6 PE=1 SV=1 E(blastx)=9e-106
ofav5795	Hsp70-binding protein 1 OS=Rattus norvegicus GN=Hspbp1 PE=1 SV=1 E(blastx)=1e-19
ofav91880	Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2 E(blastx)=7e-22
ofav37789	Ethanolaminephosphotransferase 1 OS=Bos taurus GN=SELENOI PE=2 SV=3 E(blastx)=1e-42
ofav127982	Tetratricopeptide repeat protein 39B OS=Mus musculus GN=Ttc39b PE=1 SV=1 E(blastx)=3e-50
ofav63977	Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1 E(blastx)=5e-18
ofav17211	Dynein heavy chain 10, axonemal OS=Homo sapiens GN=DNAH10 PE=1 SV=4 E(blastx)=2e-44
ofav6536	Zinc finger C4H2 domain-containing protein OS=Mus musculus GN=Zc4h2 PE=2 SV=1 E(blastx)=2e-19
ofav17464	FAS-associated factor 2 OS=Xenopus tropicalis GN=faf2 PE=2 SV=1 E(blastx)=5e-17
ofav62397	A-kinase anchor protein 14 OS=Rattus norvegicus GN=Akap14 PE=2 SV=1 E(blastx)=5e-28
ofav120448	Myosin-9 OS=Mus musculus GN=Myh9 PE=1 SV=4 E(blastx)=3e-96
ofav35919	Forkhead box protein N3 OS=Xenopus tropicalis GN=foxn3 PE=2 SV=1 E(blastx)=2e-38
ofav107836	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Xenopus laevis GN=smarcb1 PE=2 SV=1 E(blastx)=1e-34
ofav17711	SUMO-activating enzyme subunit 2 OS=Xenopus tropicalis GN=uba2 PE=2 SV=1 E(blastx)=7e-51
ofav50733	Guanine nucleotide-binding protein subunit alpha-12 OS=Mus musculus GN=Gna12 PE=1 SV=3 E(blastx)=1e-51
ofav72628	NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=1 SV=3 E(blastx)=2e-08
ofav131202	E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1 E(blastx)=1e-19
ofav36659	Glycerophosphodiester phosphodiesterase domain-containing protein 1 OS=Homo sapiens GN=GDPD1 PE=1 SV=2 E(blastx)=8e-99
ofav92646	Adenylate cyclase type 6 OS=Mus musculus GN=Adcy6 PE=1 SV=1 E(blastx)=3e-43
ofav58490	Nucleolar protein 14 OS=Homo sapiens GN=NOP14 PE=1 SV=3 E(blastx)=2e-15
ofav45912	Probable protein disulfide-isomerase A4 OS=Caenorhabditis elegans GN=C14B9.2 PE=3 SV=2 E(blastx)=6e-177
ofav11241	Signal peptidase complex subunit 1 OS=Mus musculus GN=Spcs1 PE=2 SV=3 E(blastx)=2e-102
ofav41437	Cysteine dioxygenase type 1 OS=Danio rerio GN=cdo1 PE=2 SV=1 E(blastx)=3e-80
ofav130566	DNA ligase 3 OS=Mus musculus GN=Lig3 PE=1 SV=2 E(blastx)=1e-61
ofav74154	Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens GN=CACNA2D2 PE=1 SV=2 E(blastx)=1e-12
ofav65546	Nucleoside diphosphate-linked moiety X motif 22 OS=Bos taurus GN=NUDT22 PE=2 SV=1 E(blastx)=8e-18
ofav68071	Ral GTPase-activating protein subunit alpha-1 OS=Rattus norvegicus GN=Ralgapa1 PE=1 SV=2 E(blastx)=7e-11
ofav27950	Beta-2-microglobulin OS=Mus musculus GN=B2m PE=1 SV=2 E(blastx)=1e-71
ofav44561	Transmembrane protein 181 OS=Homo sapiens GN=TMEM181 PE=1 SV=2 E(blastx)=2e-138
ofav31245	Heparan-alpha-glucosaminide N-acetyltransferase OS=Homo sapiens GN=HGSNAT PE=1 SV=2 E(blastx)=1e-58
ofav25918	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3 E(blastx)=4e-88
ofav40082	Protein phosphatase 1 regulatory subunit 12B OS=Mus musculus GN=Ppp1r12b PE=1 SV=2 E(blastx)=9e-14
ofav81507	Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6 PE=1 SV=2 E(blastx)=5e-71
ofav37067	Anion exchange protein 2 OS=Cavia porcellus GN=SLC4A2 PE=2 SV=1 E(blastx)=4e-56
ofav76639	Integrator complex subunit 6 OS=Mus musculus GN=Ints6 PE=1 SV=1 E(blastx)=3e-49
ofav57994	Chaperone protein DnaJ OS=Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) GN=dnaJ PE=3 SV=1 E(blastx)=2e-12
ofav39504	Transducin-like enhancer protein 4 OS=Mus musculus GN=Tle4 PE=1 SV=4 E(blastx)=1e-133
ofav9938	Exportin-2 OS=Oreochromis niloticus GN=cse1l PE=2 SV=1 E(blastx)=2e-99
ofav13426	Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3 E(blastx)=6e-56
ofav46229	Laminin subunit gamma-1 OS=Drosophila melanogaster GN=LanB2 PE=2 SV=2 E(blastx)=8e-29
ofav40776	Protocadherin Fat 3 OS=Mus musculus GN=Fat3 PE=1 SV=2 E(blastx)=1e-24
ofav76592	Cytochrome c oxidase assembly protein COX15 homolog OS=Mus musculus GN=Cox15 PE=1 SV=1 E(blastx)=3e-112
ofav68890	Phosphatidylinositol 4-kinase type 2-beta OS=Danio rerio GN=pi4k2b PE=2 SV=1 E(blastx)=9e-54
ofav88390	Protein phosphatase 1 regulatory subunit 12B OS=Mus musculus GN=Ppp1r12b PE=1 SV=2 E(blastx)=4e-55
ofav9911	Transcription elongation factor SPT5 OS=Drosophila melanogaster GN=Spt5 PE=1 SV=1 E(blastx)=2e-11
ofav45863	Probable N-acetyltransferase san OS=Drosophila melanogaster GN=san PE=1 SV=1 E(blastx)=3e-87
ofav129542	Chitotriosidase-1 OS=Mus musculus GN=Chit1 PE=1 SV=2 E(blastx)=1e-13
ofav17887	Lysosome membrane protein 2 OS=Mus musculus GN=Scarb2 PE=1 SV=3 E(blastx)=8e-21
ofav94583	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens GN=HECTD3 PE=1 SV=1 E(blastx)=3e-15
ofav9229	Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens GN=ZFYVE26 PE=1 SV=3 E(blastx)=5e-11
ofav111646	CWF19-like protein 1 OS=Pongo abelii GN=CWF19L1 PE=2 SV=1 E(blastx)=1e-08
ofav59092	Coiled-coil domain-containing protein 180 OS=Homo sapiens GN=CCDC180 PE=2 SV=2 E(blastx)=3e-13
ofav120713	Bromodomain-containing protein 3 OS=Mus musculus GN=Brd3 PE=1 SV=2 E(blastx)=4e-26
ofav76753	DENN domain-containing protein 4C OS=Mus musculus GN=Dennd4c PE=1 SV=1 E(blastx)=1e-25
ofav20603	cGMP-inhibited 3',5'-cyclic phosphodiesterase A OS=Homo sapiens GN=PDE3A PE=1 SV=3 E(blastx)=3e-55
ofav62380	WD repeat domain-containing protein 83 OS=Xenopus tropicalis GN=wdr83 PE=2 SV=1 E(blastx)=1e-24
ofav7325	Beta-1-syntrophin OS=Homo sapiens GN=SNTB1 PE=1 SV=3 E(blastx)=1e-155
ofav133969	Fibronectin type 3 and ankyrin repeat domains protein 1 OS=Homo sapiens GN=FANK1 PE=2 SV=3 E(blastx)=3e-10
ofav14476	WD repeat-containing protein 41 OS=Homo sapiens GN=WDR41 PE=2 SV=3 E(blastx)=5e-07
ofav20812	Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2 E(blastx)=8e-63
ofav33014	Sulfotransferase 1C2 OS=Homo sapiens GN=SULT1C2 PE=1 SV=1 E(blastx)=6e-22
ofav83637	Glucosamine-6-phosphate isomerase 1 OS=Mus musculus GN=Gnpda1 PE=1 SV=3 E(blastx)=6e-24
ofav46500	Adhesion G protein-coupled receptor B3 OS=Homo sapiens GN=ADGRB3 PE=1 SV=2 E(blastx)=1e-36
ofav67741	RB1-inducible coiled-coil protein 1 OS=Homo sapiens GN=RB1CC1 PE=1 SV=3 E(blastx)=9e-13
ofav91389	Copine-9 OS=Mus musculus GN=Cpne9 PE=1 SV=1 E(blastx)=4e-68
ofav51198	GTPase-activating protein gyp10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=gyp10 PE=4 SV=1 E(blastx)=4e-28
ofav138053	Beta-adrenergic receptor kinase 2 OS=Mus musculus GN=Adrbk2 PE=1 SV=2 E(blastx)=3e-68
ofav129711	ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens GN=NUDT9 PE=1 SV=1 E(blastx)=2e-19
ofav51916	E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio GN=rnf213a PE=3 SV=1 E(blastx)=9e-37
ofav77959	IQ domain-containing protein H OS=Homo sapiens GN=IQCH PE=2 SV=2 E(blastx)=5e-58
ofav16729	Potassium voltage-gated channel subfamily A member 6 OS=Mus musculus GN=Kcna6 PE=1 SV=1 E(blastx)=1e-66
ofav40851	Coiled-coil domain-containing protein 151 OS=Bos taurus GN=CCDC151 PE=2 SV=1 E(blastx)=7e-79
ofav142055	Sentrin-specific protease 1 OS=Mus musculus GN=Senp1 PE=2 SV=1 E(blastx)=1e-88
ofav111586	Pyruvate carboxylase, mitochondrial OS=Mus musculus GN=Pc PE=1 SV=1 E(blastx)=5e-64
ofav79907	Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2 E(blastx)=4e-11
ofav92850	Myotubularin-related protein 13 OS=Homo sapiens GN=SBF2 PE=1 SV=1 E(blastx)=2e-143
ofav31706	Carboxypeptidase B OS=Astacus astacus PE=1 SV=1 E(blastx)=1e-71
ofav38807	DBH-like monooxygenase protein 1 homolog OS=Danio rerio GN=moxd1 PE=2 SV=2 E(blastx)=1e-54
ofav4997	Mannose-P-dolichol utilization defect 1 protein OS=Mus musculus GN=Mpdu1 PE=1 SV=1 E(blastx)=6e-122
ofav53629	Fanconi anemia group I protein homolog OS=Mus musculus GN=Fanci PE=1 SV=2 E(blastx)=9e-11
ofav20978	Cytoplasmic FMR1-interacting protein 2 OS=Pongo abelii GN=CYFIP2 PE=2 SV=1 E(blastx)=1e-58
ofav46222	Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1 E(blastx)=3e-65
ofav82953	Zinc finger CCCH domain-containing protein 3 OS=Mus musculus GN=Zc3h3 PE=1 SV=1 E(blastx)=1e-12
ofav33774	Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens GN=SARDH PE=1 SV=1 E(blastx)=3e-160
ofav89196	Sex-determining protein fem-1 OS=Caenorhabditis elegans GN=fem-1 PE=1 SV=1 E(blastx)=9e-14
ofav39228	Guanine nucleotide-binding protein G(i) subunit alpha OS=Patiria pectinifera PE=1 SV=3 E(blastx)=2e-164
ofav16905	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1 E(blastx)=3e-71
ofav18469	Tyrosine-protein kinase Btk29A OS=Drosophila melanogaster GN=Btk29A PE=2 SV=2 E(blastx)=2e-58
ofav155450	Guanine nucleotide-binding protein subunit beta OS=Pinctada fucata PE=1 SV=1 E(blastx)=1e-57
ofav76571	Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=1 SV=5 E(blastx)=8e-10
ofav107127	T-complex protein 1 subunit theta OS=Gallus gallus GN=CCT8 PE=1 SV=3 E(blastx)=2e-35
ofav19091	ATP-binding cassette sub-family A member 3 OS=Mus musculus GN=Abca3 PE=1 SV=3 E(blastx)=8e-136
ofav63412	Glutamate receptor ionotropic, kainate 4 OS=Pan troglodytes GN=GRIK4 PE=2 SV=1 E(blastx)=2e-29
ofav67486	Tyrosine-protein phosphatase non-receptor type 4 OS=Mus musculus GN=Ptpn4 PE=1 SV=2 E(blastx)=9e-13
ofav15067	Poly [ADP-ribose] polymerase 2 OS=Mus musculus GN=Parp2 PE=1 SV=3 E(blastx)=6e-68
ofav46661	Thrombospondin-4 OS=Rattus norvegicus GN=Thbs4 PE=1 SV=1 E(blastx)=5e-13
ofav120282	Trafficking protein particle complex subunit 9 OS=Bos taurus GN=TRAPPC9 PE=1 SV=1 E(blastx)=5e-11
ofav118815	Protein FAM98A OS=Rattus norvegicus GN=Fam98a PE=2 SV=1 E(blastx)=8e-10
ofav156361	Clathrin heavy chain 1 OS=Bos taurus GN=CLTC PE=1 SV=1 E(blastx)=1e-32
ofav117016	Replication factor C subunit 5 OS=Mus musculus GN=Rfc5 PE=1 SV=1 E(blastx)=9e-52
ofav46478	ADP-ribosylation factor 1-like 2 OS=Caenorhabditis briggsae GN=arf-1.2 PE=3 SV=3 E(blastx)=4e-121
ofav74912	Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2 E(blastx)=8e-37
ofav73789	KAT8 regulatory NSL complex subunit 3 OS=Danio rerio GN=kansl3 PE=2 SV=1 E(blastx)=1e-171
ofav47372	ADP-ribosylation factor-like protein 1 OS=Rattus norvegicus GN=Arl1 PE=1 SV=1 E(blastx)=4e-114
ofav9451	MORN repeat-containing protein 4 OS=Mus musculus GN=Morn4 PE=2 SV=1 E(blastx)=1e-11
ofav26509	Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2 E(blastx)=2e-14
ofav106755	Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2 E(blastx)=1e-10
ofav39889	Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2 E(blastx)=1e-07
ofav60261	Bystin OS=Nematostella vectensis GN=bysl PE=3 SV=1 E(blastx)=4e-152
ofav54127	YY1-associated factor 2 OS=Mus musculus GN=Yaf2 PE=1 SV=1 E(blastx)=3e-36
ofav28808	Zinc finger and SCAN domain-containing protein 26 OS=Homo sapiens GN=ZSCAN26 PE=1 SV=2 E(blastx)=5e-142
ofav144748	E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens GN=HERC2 PE=1 SV=2 E(blastx)=2e-10
ofav65000	Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3 E(blastx)=3e-45
ofav122335	Pecanex-like protein 3 OS=Mus musculus GN=Pcnx3 PE=1 SV=2 E(blastx)=2e-44
ofav149835	Suppressor of RPS4-RLD 1 OS=Arabidopsis thaliana GN=SRFR1 PE=1 SV=1 E(blastx)=7e-06
ofav28395	TBC1 domain family member 16 OS=Homo sapiens GN=TBC1D16 PE=2 SV=1 E(blastx)=2e-16
ofav76557	Serine-protein kinase ATM OS=Homo sapiens GN=ATM PE=1 SV=4 E(blastx)=6e-27
ofav68521	Zinc finger FYVE domain-containing protein 21 OS=Bos taurus GN=ZFYVE21 PE=2 SV=1 E(blastx)=1e-20
ofav45865	Adhesion G protein-coupled receptor B3 OS=Mus musculus GN=Adgrb3 PE=1 SV=2 E(blastx)=1e-37
ofav117394	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Cricetulus griseus GN=GBF1 PE=1 SV=1 E(blastx)=7e-41
ofav1434	Vacuolar protein sorting-associated protein 33A OS=Homo sapiens GN=VPS33A PE=1 SV=1 E(blastx)=3e-23
ofav38784	Pancreatic secretory granule membrane major glycoprotein GP2 OS=Canis lupus familiaris GN=GP2 PE=1 SV=1 E(blastx)=3e-17
ofav18676	Kelch-like protein 3 OS=Homo sapiens GN=KLHL3 PE=1 SV=2 E(blastx)=2e-80
ofav38704	Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1 E(blastx)=7e-38
ofav46046	Neuronal cell adhesion molecule OS=Homo sapiens GN=NRCAM PE=1 SV=3 E(blastx)=3e-105
ofav30262	CCR4-NOT transcription complex subunit 1 OS=Mus musculus GN=Cnot1 PE=1 SV=2 E(blastx)=1e-35
ofav41817	T-cell immunomodulatory protein (Fragment) OS=Macaca fascicularis GN=ITFG1 PE=2 SV=2 E(blastx)=9e-60
ofav9532	Potassium voltage-gated channel protein Shaw OS=Drosophila melanogaster GN=Shaw PE=2 SV=1 E(blastx)=3e-46
ofav13154	Diphosphoinositol polyphosphate phosphohydrolase 3-beta OS=Mus musculus GN=Nudt11 PE=1 SV=1 E(blastx)=1e-47
ofav93463	NAD(P) transhydrogenase, mitochondrial OS=Bos taurus GN=NNT PE=1 SV=3 E(blastx)=2e-24
ofav75228	Protein CLP1 homolog OS=Nematostella vectensis GN=v1g236308 PE=3 SV=1 E(blastx)=7e-12
ofav160818	Serine-protein kinase ATM OS=Mus musculus GN=Atm PE=1 SV=2 E(blastx)=2e-45
ofav109506	Histone-lysine N-methyltransferase 2B OS=Homo sapiens GN=KMT2B PE=1 SV=1 E(blastx)=1e-98
ofav33488	Ubiquitin carboxyl-terminal hydrolase 5 OS=Pongo abelii GN=UBP5 PE=2 SV=1 E(blastx)=3e-121
ofav45796	Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1 E(blastx)=2e-142
ofav69203	Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2 E(blastx)=2e-81
ofav68285	Endonuclease G, mitochondrial OS=Caenorhabditis elegans GN=cps-6 PE=1 SV=1 E(blastx)=7e-40
ofav52069	Battenin OS=Canis lupus familiaris GN=CLN3 PE=3 SV=1 E(blastx)=6e-28
ofav120732	Kelch-like protein 17 OS=Rattus norvegicus GN=Klhl17 PE=1 SV=1 E(blastx)=1e-12
ofav30627	Telomerase protein component 1 OS=Homo sapiens GN=TEP1 PE=1 SV=2 E(blastx)=9e-07
ofav153625	Probable serine/threonine-protein kinase roco5 OS=Dictyostelium discoideum GN=roco5 PE=3 SV=1 E(blastx)=3e-06
ofav46727	Transient receptor potential cation channel subfamily A member 1 OS=Homo sapiens GN=TRPA1 PE=1 SV=3 E(blastx)=1e-114
ofav81360	RCC1 and BTB domain-containing protein 1 OS=Homo sapiens GN=RCBTB1 PE=2 SV=1 E(blastx)=9e-61
ofav42809	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 OS=Mus musculus GN=Hacd2 PE=1 SV=1 E(blastx)=7e-89
ofav51563	Kinesin-like protein KIF17 OS=Homo sapiens GN=KIF17 PE=2 SV=3 E(blastx)=7e-80
ofav39287	Fermitin family homolog 1 OS=Mus musculus GN=Fermt1 PE=1 SV=4 E(blastx)=1e-142
ofav38574	Lamin-L(I) OS=Xenopus laevis PE=2 SV=1 E(blastx)=3e-100
ofav142384	Neurogenic locus notch homolog protein 1 OS=Mus musculus GN=Notch1 PE=1 SV=3 E(blastx)=2e-30
ofav47430	Polyadenylate-binding protein-interacting protein 2 OS=Rattus norvegicus GN=Paip2 PE=2 SV=1 E(blastx)=2e-49
ofav118823	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Pongo abelii GN=POMGNT1 PE=2 SV=1 E(blastx)=9e-59
ofav86145	Transmembrane 9 superfamily member 1 OS=Mus musculus GN=Tm9sf1 PE=2 SV=2 E(blastx)=1e-32
ofav40757	Alpha-galactosidase OS=Coffea arabica PE=1 SV=1 E(blastx)=1e-97
ofav20708	Ras-related protein Rab-28 OS=Bos taurus GN=RAB28 PE=2 SV=1 E(blastx)=9e-33
ofav36486	LIM domain-binding protein 2 OS=Homo sapiens GN=LDB2 PE=1 SV=1 E(blastx)=3e-112
ofav15438	Polypeptide N-acetylgalactosaminyltransferase 16 OS=Mus musculus GN=Galnt16 PE=2 SV=2 E(blastx)=2e-15
ofav39623	Cystathionine gamma-synthase OS=Helicobacter pylori GN=metB PE=1 SV=1 E(blastx)=8e-111
ofav111960	Ras-like GTP-binding protein RHO OS=Aplysia californica GN=RHO PE=2 SV=1 E(blastx)=7e-55
ofav81538	Proton-coupled amino acid transporter 1 OS=Mus musculus GN=Slc36a1 PE=2 SV=1 E(blastx)=9e-13
ofav44379	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1 E(blastx)=7e-42
ofav77740	Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4 E(blastx)=2e-68
ofav42672	Protein RTF2 homolog OS=Rattus norvegicus GN=Rtfdc1 PE=2 SV=1 E(blastx)=1e-74
ofav69764	Protein SERAC1 OS=Danio rerio GN=serac1 PE=3 SV=1 E(blastx)=1e-51
ofav45337	Pleckstrin homology domain-containing family A member 7 OS=Danio rerio GN=plekha7 PE=2 SV=2 E(blastx)=9e-07
ofav50865	Dynein heavy chain 3, axonemal OS=Mus musculus GN=Dnah3 PE=1 SV=2 E(blastx)=4e-26
ofav134947	Endothelin-converting enzyme 2 OS=Bos taurus GN=ECE2 PE=1 SV=2 E(blastx)=1e-52
ofav28529	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 OS=Homo sapiens GN=PFKFB3 PE=1 SV=1 E(blastx)=2e-53
ofav131857	E3 ubiquitin-protein ligase CBL-B OS=Mus musculus GN=Cblb PE=1 SV=3 E(blastx)=9e-46
ofav17785	Gamma-tubulin complex component 4 OS=Mus musculus GN=Tubgcp4 PE=1 SV=2 E(blastx)=1e-48
ofav41962	Serine/threonine-protein kinase Nek11 OS=Homo sapiens GN=NEK11 PE=1 SV=2 E(blastx)=5e-115
ofav110614	Transient receptor potential cation channel subfamily A member 1 OS=Homo sapiens GN=TRPA1 PE=1 SV=3 E(blastx)=3e-08
ofav96325	Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens GN=PNPLA4 PE=2 SV=3 E(blastx)=5e-33
ofav64371	40S ribosomal protein S7 OS=Ictalurus punctatus GN=rps7 PE=2 SV=1 E(blastx)=3e-33
ofav29348	Ankyrin and armadillo repeat-containing protein OS=Mus musculus GN=Ankar PE=2 SV=1 E(blastx)=7e-15
ofav76303	Phosphatidylinositol 4-kinase alpha OS=Bos taurus GN=PI4KA PE=2 SV=2 E(blastx)=8e-05
ofav130435	Chloride channel protein 2 OS=Oryctolagus cuniculus GN=CLCN2 PE=2 SV=1 E(blastx)=1e-37
ofav98398	Prolyl 4-hydroxylase subunit alpha-1 OS=Rattus norvegicus GN=P4ha1 PE=2 SV=2 E(blastx)=3e-103
ofav139538	Mevalonate kinase OS=Bos taurus GN=MVK PE=2 SV=1 E(blastx)=1e-21
ofav15816	Ral GTPase-activating protein subunit beta OS=Homo sapiens GN=RALGAPB PE=1 SV=1 E(blastx)=5e-18
ofav6641	C-Jun-amino-terminal kinase-interacting protein 3 OS=Mus musculus GN=Mapk8ip3 PE=1 SV=1 E(blastx)=4e-114
ofav3205	Small RNA degrading nuclease 5 OS=Arabidopsis thaliana GN=SDN5 PE=2 SV=2 E(blastx)=2e-12
ofav8380	Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1 E(blastx)=1e-32
ofav101096	Histamine H2 receptor OS=Rattus norvegicus GN=Hrh2 PE=3 SV=1 E(blastx)=4e-06
ofav113597	Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2 E(blastx)=4e-57
ofav97421	TPR and ankyrin repeat-containing protein 1 OS=Homo sapiens GN=TRANK1 PE=2 SV=4 E(blastx)=2e-173
ofav42530	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1 E(blastx)=3e-119
ofav103459	Gamma-tubulin complex component 2 OS=Pongo abelii GN=TUBGCP2 PE=2 SV=1 E(blastx)=6e-17
ofav94950	Ras-related protein Rab-27B OS=Mus musculus GN=Rab27b PE=1 SV=3 E(blastx)=2e-39
ofav25790	Replication factor C subunit 4 OS=Mus musculus GN=Rfc4 PE=1 SV=1 E(blastx)=5e-45
ofav45185	Orexin receptor type 2 OS=Canis lupus familiaris GN=HCRTR2 PE=1 SV=1 E(blastx)=6e-12
ofav129989	Transcription factor Sox-8 OS=Tetraodon nigroviridis GN=sox8 PE=2 SV=2 E(blastx)=2e-25
ofav44018	Graves disease carrier protein homolog OS=Mus musculus GN=Slc25a16 PE=1 SV=1 E(blastx)=7e-88
ofav157441	TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2 E(blastx)=1e-16
ofav17720	Quinone oxidoreductase OS=Rattus norvegicus GN=Cryz PE=2 SV=1 E(blastx)=2e-27
ofav157130	Mitochondrial folate transporter/carrier OS=Mus musculus GN=Slc25a32 PE=1 SV=1 E(blastx)=3e-43
ofav24532	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2 E(blastx)=2e-64
ofav37268	Argininosuccinate lyase OS=Rattus norvegicus GN=Asl PE=2 SV=1 E(blastx)=2e-151
ofav123667	N-acetylneuraminate lyase OS=Mus musculus GN=Npl PE=1 SV=1 E(blastx)=5e-30
ofav41270	Alpha-internexin OS=Mus musculus GN=Ina PE=1 SV=3 E(blastx)=3e-152
ofav81541	ABC transporter C family member 13 OS=Arabidopsis thaliana GN=ABCC13 PE=2 SV=3 E(blastx)=3e-12
ofav58747	E3 ubiquitin-protein ligase BRE1B OS=Rattus norvegicus GN=Rnf40 PE=1 SV=1 E(blastx)=6e-48
ofav17652	2-hydroxyacyl-CoA lyase 1 OS=Rattus norvegicus GN=Hacl1 PE=1 SV=1 E(blastx)=7e-29
ofav102004	Serine/threonine-protein kinase Nek1 OS=Mus musculus GN=Nek1 PE=1 SV=2 E(blastx)=3e-28
ofav17547	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=7e-17
ofav13675	Sodium/potassium-transporting ATPase subunit alpha-2 OS=Rattus norvegicus GN=Atp1a2 PE=1 SV=1 E(blastx)=2e-123
ofav136107	Sodium- and chloride-dependent taurine transporter OS=Bos taurus GN=SLC6A6 PE=2 SV=1 E(blastx)=8e-23
ofav61185	TATA-binding protein-associated factor 172 OS=Homo sapiens GN=BTAF1 PE=1 SV=2 E(blastx)=5e-13
